transaction_id,timestamp,card_id,amount,merchant_name,merchant_category,channel,cardholder_country,merchant_country,device_id,ip_address,card_tx_index,card_median_before,card_mean_before,card_std_before,amount_ratio,amount_zscore,card_cat_median_before,card_cat_mean_before,card_cat_std_before,amount_ratio_category,amount_zscore_category,category_seen_rate,novel_category,novel_device,novel_ip,foreign_country,novel_country,device_card_fanout,ip_card_fanout,merchant_tx_30m,merchant_unique_cards_2h,hour_of_day,day_of_week,is_weekend,is_night,tx_1min,tx_5min,tx_1h,tx_24h,spend_24h,time_since_last,tx_of_day,merchant_change,device_change,country_hop,fast_country_hop,cross_border,amount_is_round,amount_card_test,amount_just_below_100,amount_just_below_500,device_missing,ip_missing,hour_rarity_for_card,hour_never_seen_for_card,spend_24h_ratio,fraud_score,is_fraud,fraud_reasons,score_breakdown,card_baseline_json,cross_card_signals_json,graph_features_json,card_amount_series_json,model_score,flagged_by_model,flagged_by_rules,rule_guardrail,model_fraud_score,heuristic_is_fraud,heuristic_fraud_score,heuristic_fraud_reasons,flagged_by_alert,model_threshold,strong_heuristic_score_threshold,ml_signal_score_floor,hybrid_decision_reason,review_decision,reviewer_notes,reviewed_at
tx_000784,2026-04-25T00:27:09,card_042,18.38,Amazon.ca,online_retail,online,US,CA,dev_33892b01,172.58.159.61,0,18.38,18.38,0.0,1.0,0.0,18.38,18.38,0.0,1.0,0.0,1.0,0,0,0,1,0,1.0,1.0,1.0,1.0,0,5,1,1,1.0,1.0,1.0,1.0,18.38,10000000.0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0,1.0,0.0001,False,,[],"{""history_count"": 0, ""typical_amount"": 18.38, ""amount_ratio"": 1.0, ""amount_zscore"": 0.0, ""category_typical_amount"": 18.38, ""amount_ratio_category"": 1.0, ""amount_zscore_category"": 0.0, ""tx_5min"": 1, ""tx_1h"": 1, ""tx_24h"": 1, ""spend_24h"": 18.38, ""hour_of_day"": 0, ""hour_rarity_for_card"": 0.0, ""time_since_last_minutes"": 166666.67, ""usual_categories"": [""online_retail"", ""restaurant"", ""grocery""], ""usual_countries"": [""US"", ""CA"", ""CN""], ""usual_devices"": [""dev_c4fb137f"", ""dev_33892b01""], ""usual_ips"": [""201.116.232.148"", ""172.58.159.61"", ""208.54.177.176"", ""98.207.52.118""]}","{""device_card_fanout"": 1, ""ip_card_fanout"": 1, ""merchant_tx_30m"": 1, ""merchant_unique_cards_2h"": 1, ""merchant_change"": 0, ""device_change"": 0, ""country_hop"": 0, ""fast_country_hop"": 0, ""device_missing"": 0, ""ip_missing"": 0}","{""amount_ratio"": 1.0, ""amount_zscore"": 0.0, ""amount_ratio_category"": 1.0, ""amount_zscore_category"": 0.0, ""card_tx_index"": 0.0, ""device_card_fanout"": 1.0, ""ip_card_fanout"": 1.0, ""merchant_tx_30m"": 1.0, ""merchant_unique_cards_2h"": 1.0, ""tx_1min"": 1.0, ""tx_5min"": 1.0, ""tx_1h"": 1.0, ""tx_24h"": 1.0, ""spend_24h_ratio"": 1.0, ""hour_rarity_for_card"": 0.0, ""hour_never_seen_for_card"": 0.0, ""time_since_last"": 10000000.0, ""merchant_change"": 0.0, ""device_change"": 0.0, ""country_hop"": 0.0, ""fast_country_hop"": 0.0, ""amount_card_test"": 0.0, ""amount_just_below_100"": 0.0, ""amount_just_below_500"": 0.0, ""device_missing"": 0.0, ""ip_missing"": 0.0}","[{""timestamp"": ""2026-04-25T00:27:09"", ""amount"": 18.38, ""risk_score"": 0.0001}]",0.0001,False,False,False,0.0001,False,0.0,,False,0.194,0.55,0.55,not_flagged,,,
tx_000081,2026-04-25T00:32:37,card_004,160.55,Schwartz's,restaurant,in_person,CA,CA,,,0,160.55,160.55,0.0,1.0,0.0,160.55,160.55,0.0,1.0,0.0,1.0,0,0,0,0,0,1.0,1.0,1.0,1.0,0,5,1,1,1.0,1.0,1.0,1.0,160.55,10000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1.0,0.0001,False,,[],"{""history_count"": 0, ""typical_amount"": 160.55, ""amount_ratio"": 1.0, ""amount_zscore"": 0.0, ""category_typical_amount"": 160.55, ""amount_ratio_category"": 1.0, ""amount_zscore_category"": 0.0, ""tx_5min"": 1, ""tx_1h"": 1, ""tx_24h"": 1, ""spend_24h"": 160.55, ""hour_of_day"": 0, ""hour_rarity_for_card"": 0.0, ""time_since_last_minutes"": 166666.67, ""usual_categories"": [""restaurant"", ""atm"", ""gas"", ""subscription""], ""usual_countries"": [""CA"", ""SE"", ""US""], ""usual_devices"": [""dev_56520353""], ""usual_ips"": [""142.112.139.14"", ""24.114.88.94""]}","{""device_card_fanout"": 1, ""ip_card_fanout"": 1, ""merchant_tx_30m"": 1, ""merchant_unique_cards_2h"": 1, ""merchant_change"": 0, ""device_change"": 0, ""country_hop"": 0, ""fast_country_hop"": 0, ""device_missing"": 0, ""ip_missing"": 0}","{""amount_ratio"": 1.0, ""amount_zscore"": 0.0, ""amount_ratio_category"": 1.0, ""amount_zscore_category"": 0.0, ""card_tx_index"": 0.0, ""device_card_fanout"": 1.0, ""ip_card_fanout"": 1.0, ""merchant_tx_30m"": 1.0, ""merchant_unique_cards_2h"": 1.0, ""tx_1min"": 1.0, ""tx_5min"": 1.0, ""tx_1h"": 1.0, ""tx_24h"": 1.0, ""spend_24h_ratio"": 1.0, ""hour_rarity_for_card"": 0.0, ""hour_never_seen_for_card"": 0.0, ""time_since_last"": 10000000.0, ""merchant_change"": 0.0, ""device_change"": 0.0, ""country_hop"": 0.0, ""fast_country_hop"": 0.0, ""amount_card_test"": 0.0, ""amount_just_below_100"": 0.0, ""amount_just_below_500"": 0.0, ""device_missing"": 0.0, ""ip_missing"": 0.0}","[{""timestamp"": ""2026-04-25T00:32:37"", ""amount"": 160.55, ""risk_score"": 0.0001}]",0.0001,False,False,False,0.0001,False,0.0,,False,0.194,0.55,0.55,not_flagged,,,
tx_000389,2026-04-25T01:39:26,card_020,57.12,Chipotle,restaurant,in_person,US,US,,,0,57.12,57.12,0.0,1.0,0.0,57.12,57.12,0.0,1.0,0.0,1.0,0,0,0,0,0,1.0,1.0,1.0,1.0,1,5,1,1,1.0,1.0,1.0,1.0,57.12,10000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1.0,0.0,False,,[],"{""history_count"": 0, ""typical_amount"": 57.12, ""amount_ratio"": 1.0, ""amount_zscore"": 0.0, ""category_typical_amount"": 57.12, ""amount_ratio_category"": 1.0, ""amount_zscore_category"": 0.0, ""tx_5min"": 1, ""tx_1h"": 1, ""tx_24h"": 1, ""spend_24h"": 57.12, ""hour_of_day"": 1, ""hour_rarity_for_card"": 0.0, ""time_since_last_minutes"": 166666.67, ""usual_categories"": [""online_retail"", ""restaurant"", ""subscription"", ""electronics""], ""usual_countries"": [""US"", ""CA"", ""CN"", ""SE""], ""usual_devices"": [""dev_2877f7d9"", ""dev_8ce48e70""], ""usual_ips"": [""208.54.36.183"", ""98.207.57.78"", ""172.58.160.30"", ""98.207.22.39""]}","{""device_card_fanout"": 1, ""ip_card_fanout"": 1, ""merchant_tx_30m"": 1, ""merchant_unique_cards_2h"": 1, ""merchant_change"": 0, ""device_change"": 0, ""country_hop"": 0, ""fast_country_hop"": 0, ""device_missing"": 0, ""ip_missing"": 0}","{""amount_ratio"": 1.0, ""amount_zscore"": 0.0, ""amount_ratio_category"": 1.0, ""amount_zscore_category"": 0.0, ""card_tx_index"": 0.0, ""device_card_fanout"": 1.0, ""ip_card_fanout"": 1.0, ""merchant_tx_30m"": 1.0, ""merchant_unique_cards_2h"": 1.0, ""tx_1min"": 1.0, ""tx_5min"": 1.0, ""tx_1h"": 1.0, ""tx_24h"": 1.0, ""spend_24h_ratio"": 1.0, ""hour_rarity_for_card"": 0.0, ""hour_never_seen_for_card"": 0.0, ""time_since_last"": 10000000.0, ""merchant_change"": 0.0, ""device_change"": 0.0, ""country_hop"": 0.0, ""fast_country_hop"": 0.0, ""amount_card_test"": 0.0, ""amount_just_below_100"": 0.0, ""amount_just_below_500"": 0.0, ""device_missing"": 0.0, ""ip_missing"": 0.0}","[{""timestamp"": ""2026-04-25T01:39:26"", ""amount"": 57.12, ""risk_score"": 0.0}]",0.0,False,False,False,0.0,False,0.0,,False,0.194,0.55,0.55,not_flagged,,,
tx_000779,2026-04-25T02:38:38,card_041,15.86,Videotron,utilities,online,CA,CA,dev_614ef198,142.112.31.70,0,15.86,15.86,0.0,1.0,0.0,15.86,15.86,0.0,1.0,0.0,1.0,0,0,0,0,0,1.0,1.0,1.0,1.0,2,5,1,1,1.0,1.0,1.0,1.0,15.86,10000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1.0,0.0001,False,,[],"{""history_count"": 0, ""typical_amount"": 15.86, ""amount_ratio"": 1.0, ""amount_zscore"": 0.0, ""category_typical_amount"": 15.86, ""amount_ratio_category"": 1.0, ""amount_zscore_category"": 0.0, ""tx_5min"": 1, ""tx_1h"": 1, ""tx_24h"": 1, ""spend_24h"": 15.86, ""hour_of_day"": 2, ""hour_rarity_for_card"": 0.0, ""time_since_last_minutes"": 166666.67, ""usual_categories"": [""subscription"", ""restaurant"", ""grocery"", ""utilities""], ""usual_countries"": [""CA"", ""US"", ""SE""], ""usual_devices"": [""dev_614ef198""], ""usual_ips"": [""142.112.31.70"", ""70.50.233.125"", ""24.114.16.12"", ""99.225.104.89""]}","{""device_card_fanout"": 1, ""ip_card_fanout"": 1, ""merchant_tx_30m"": 1, ""merchant_unique_cards_2h"": 1, ""merchant_change"": 0, ""device_change"": 0, ""country_hop"": 0, ""fast_country_hop"": 0, ""device_missing"": 0, ""ip_missing"": 0}","{""amount_ratio"": 1.0, ""amount_zscore"": 0.0, ""amount_ratio_category"": 1.0, ""amount_zscore_category"": 0.0, ""card_tx_index"": 0.0, ""device_card_fanout"": 1.0, ""ip_card_fanout"": 1.0, ""merchant_tx_30m"": 1.0, ""merchant_unique_cards_2h"": 1.0, ""tx_1min"": 1.0, ""tx_5min"": 1.0, ""tx_1h"": 1.0, ""tx_24h"": 1.0, ""spend_24h_ratio"": 1.0, ""hour_rarity_for_card"": 0.0, ""hour_never_seen_for_card"": 0.0, ""time_since_last"": 10000000.0, ""merchant_change"": 0.0, ""device_change"": 0.0, ""country_hop"": 0.0, ""fast_country_hop"": 0.0, ""amount_card_test"": 0.0, ""amount_just_below_100"": 0.0, ""amount_just_below_500"": 0.0, ""device_missing"": 0.0, ""ip_missing"": 0.0}","[{""timestamp"": ""2026-04-25T02:38:38"", ""amount"": 15.86, ""risk_score"": 0.0001}]",0.0001,False,False,False,0.0001,False,0.0,,False,0.194,0.55,0.55,not_flagged,,,
tx_000256,2026-04-25T04:26:31,card_013,52.73,Shopify Merchant 2,online_retail,online,CA,CA,dev_e5c2222f,24.114.1.85,0,52.73,52.73,0.0,1.0,0.0,52.73,52.73,0.0,1.0,0.0,1.0,0,0,0,0,0,1.0,1.0,1.0,1.0,4,5,1,1,1.0,1.0,1.0,1.0,52.73,10000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1.0,0.0,False,,[],"{""history_count"": 0, ""typical_amount"": 52.73, ""amount_ratio"": 1.0, ""amount_zscore"": 0.0, ""category_typical_amount"": 52.73, ""amount_ratio_category"": 1.0, ""amount_zscore_category"": 0.0, ""tx_5min"": 1, ""tx_1h"": 1, ""tx_24h"": 1, ""spend_24h"": 52.73, ""hour_of_day"": 4, ""hour_rarity_for_card"": 0.0, ""time_since_last_minutes"": 166666.67, ""usual_categories"": [""online_retail"", ""utilities"", ""gas"", ""subscription""], ""usual_countries"": [""CA"", ""US"", ""CN""], ""usual_devices"": [""dev_e5c2222f""], ""usual_ips"": [""24.114.1.85"", ""142.112.127.88"", ""99.225.179.199"", ""24.114.247.17""]}","{""device_card_fanout"": 1, ""ip_card_fanout"": 1, ""merchant_tx_30m"": 1, ""merchant_unique_cards_2h"": 1, ""merchant_change"": 0, ""device_change"": 0, ""country_hop"": 0, ""fast_country_hop"": 0, ""device_missing"": 0, ""ip_missing"": 0}","{""amount_ratio"": 1.0, ""amount_zscore"": 0.0, ""amount_ratio_category"": 1.0, ""amount_zscore_category"": 0.0, ""card_tx_index"": 0.0, ""device_card_fanout"": 1.0, ""ip_card_fanout"": 1.0, ""merchant_tx_30m"": 1.0, ""merchant_unique_cards_2h"": 1.0, ""tx_1min"": 1.0, ""tx_5min"": 1.0, ""tx_1h"": 1.0, ""tx_24h"": 1.0, ""spend_24h_ratio"": 1.0, ""hour_rarity_for_card"": 0.0, ""hour_never_seen_for_card"": 0.0, ""time_since_last"": 10000000.0, ""merchant_change"": 0.0, ""device_change"": 0.0, ""country_hop"": 0.0, ""fast_country_hop"": 0.0, ""amount_card_test"": 0.0, ""amount_just_below_100"": 0.0, ""amount_just_below_500"": 0.0, ""device_missing"": 0.0, ""ip_missing"": 0.0}","[{""timestamp"": ""2026-04-25T04:26:31"", ""amount"": 52.73, ""risk_score"": 0.0}]",0.0,False,False,False,0.0,False,0.0,,False,0.194,0.55,0.55,not_flagged,,,
tx_000041,2026-04-25T05:09:52,card_002,57.27,McDonald's,restaurant,in_person,CA,CA,,,0,57.27,57.27,0.0,1.0,0.0,57.27,57.27,0.0,1.0,0.0,1.0,0,0,0,0,0,1.0,1.0,1.0,1.0,5,5,1,1,1.0,1.0,1.0,1.0,57.27,10000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1.0,0.0,False,,[],"{""history_count"": 0, ""typical_amount"": 57.27, ""amount_ratio"": 1.0, ""amount_zscore"": 0.0, ""category_typical_amount"": 57.27, ""amount_ratio_category"": 1.0, ""amount_zscore_category"": 0.0, ""tx_5min"": 1, ""tx_1h"": 1, ""tx_24h"": 1, ""spend_24h"": 57.27, ""hour_of_day"": 5, ""hour_rarity_for_card"": 0.0, ""time_since_last_minutes"": 166666.67, ""usual_categories"": [""restaurant"", ""online_retail"", ""grocery"", ""subscription""], ""usual_countries"": [""CA"", ""US"", ""MX"", ""SE""], ""usual_devices"": [""dev_6200257c"", ""dev_c2b98918"", ""dev_a89efa00""], ""usual_ips"": [""142.112.246.238"", ""172.58.196.128"", ""189.144.64.231"", ""189.144.190.31""]}","{""device_card_fanout"": 1, ""ip_card_fanout"": 1, ""merchant_tx_30m"": 1, ""merchant_unique_cards_2h"": 1, ""merchant_change"": 0, ""device_change"": 0, ""country_hop"": 0, ""fast_country_hop"": 0, ""device_missing"": 0, ""ip_missing"": 0}","{""amount_ratio"": 1.0, ""amount_zscore"": 0.0, ""amount_ratio_category"": 1.0, ""amount_zscore_category"": 0.0, ""card_tx_index"": 0.0, ""device_card_fanout"": 1.0, ""ip_card_fanout"": 1.0, ""merchant_tx_30m"": 1.0, ""merchant_unique_cards_2h"": 1.0, ""tx_1min"": 1.0, ""tx_5min"": 1.0, ""tx_1h"": 1.0, ""tx_24h"": 1.0, ""spend_24h_ratio"": 1.0, ""hour_rarity_for_card"": 0.0, ""hour_never_seen_for_card"": 0.0, ""time_since_last"": 10000000.0, ""merchant_change"": 0.0, ""device_change"": 0.0, ""country_hop"": 0.0, ""fast_country_hop"": 0.0, ""amount_card_test"": 0.0, ""amount_just_below_100"": 0.0, ""amount_just_below_500"": 0.0, ""device_missing"": 0.0, ""ip_missing"": 0.0}","[{""timestamp"": ""2026-04-25T05:09:52"", ""amount"": 57.27, ""risk_score"": 0.0}]",0.0,False,False,False,0.0,False,0.0,,False,0.194,0.55,0.55,not_flagged,,,
tx_000649,2026-04-25T06:16:56,card_035,15.99,Disney+,subscription,online,CA,US,dev_37f4b88c,24.114.240.71,0,15.99,15.99,0.0,1.0,0.0,15.99,15.99,0.0,1.0,0.0,1.0,0,0,0,1,0,1.0,1.0,1.0,1.0,6,5,1,0,1.0,1.0,1.0,1.0,15.99,10000000.0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0,1.0,0.0,False,,[],"{""history_count"": 0, ""typical_amount"": 15.99, ""amount_ratio"": 1.0, ""amount_zscore"": 0.0, ""category_typical_amount"": 15.99, ""amount_ratio_category"": 1.0, ""amount_zscore_category"": 0.0, ""tx_5min"": 1, ""tx_1h"": 1, ""tx_24h"": 1, ""spend_24h"": 15.99, ""hour_of_day"": 6, ""hour_rarity_for_card"": 0.0, ""time_since_last_minutes"": 166666.67, ""usual_categories"": [""subscription"", ""restaurant"", ""online_retail"", ""utilities""], ""usual_countries"": [""US"", ""CA"", ""CN"", ""SE""], ""usual_devices"": [""dev_37f4b88c""], ""usual_ips"": [""24.114.240.71"", ""142.112.106.173"", ""99.225.56.247"", ""70.50.148.144""]}","{""device_card_fanout"": 1, ""ip_card_fanout"": 1, ""merchant_tx_30m"": 1, ""merchant_unique_cards_2h"": 1, ""merchant_change"": 0, ""device_change"": 0, ""country_hop"": 0, ""fast_country_hop"": 0, ""device_missing"": 0, ""ip_missing"": 0}","{""amount_ratio"": 1.0, ""amount_zscore"": 0.0, ""amount_ratio_category"": 1.0, ""amount_zscore_category"": 0.0, ""card_tx_index"": 0.0, ""device_card_fanout"": 1.0, ""ip_card_fanout"": 1.0, ""merchant_tx_30m"": 1.0, ""merchant_unique_cards_2h"": 1.0, ""tx_1min"": 1.0, ""tx_5min"": 1.0, ""tx_1h"": 1.0, ""tx_24h"": 1.0, ""spend_24h_ratio"": 1.0, ""hour_rarity_for_card"": 0.0, ""hour_never_seen_for_card"": 0.0, ""time_since_last"": 10000000.0, ""merchant_change"": 0.0, ""device_change"": 0.0, ""country_hop"": 0.0, ""fast_country_hop"": 0.0, ""amount_card_test"": 0.0, ""amount_just_below_100"": 0.0, ""amount_just_below_500"": 0.0, ""device_missing"": 0.0, ""ip_missing"": 0.0}","[{""timestamp"": ""2026-04-25T06:16:56"", ""amount"": 15.99, ""risk_score"": 0.0}]",0.0,False,False,False,0.0,False,0.0,,False,0.194,0.55,0.55,not_flagged,,,
tx_000063,2026-04-25T06:51:00,card_003,48.14,Provigo,grocery,in_person,CA,CA,,,0,48.14,48.14,0.0,1.0,0.0,48.14,48.14,0.0,1.0,0.0,1.0,0,0,0,0,0,1.0,1.0,1.0,1.0,6,5,1,0,1.0,1.0,1.0,1.0,48.14,10000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1.0,0.0,False,,[],"{""history_count"": 0, ""typical_amount"": 48.14, ""amount_ratio"": 1.0, ""amount_zscore"": 0.0, ""category_typical_amount"": 48.14, ""amount_ratio_category"": 1.0, ""amount_zscore_category"": 0.0, ""tx_5min"": 1, ""tx_1h"": 1, ""tx_24h"": 1, ""spend_24h"": 48.14, ""hour_of_day"": 6, ""hour_rarity_for_card"": 0.0, ""time_since_last_minutes"": 166666.67, ""usual_categories"": [""online_retail"", ""subscription"", ""grocery"", ""atm""], ""usual_countries"": [""CA"", ""US"", ""SE""], ""usual_devices"": [""dev_6fdbe52d"", ""dev_d52ac3b8""], ""usual_ips"": [""99.225.207.204"", ""142.112.113.7"", ""99.225.198.65"", ""24.114.189.137""]}","{""device_card_fanout"": 1, ""ip_card_fanout"": 1, ""merchant_tx_30m"": 1, ""merchant_unique_cards_2h"": 1, ""merchant_change"": 0, ""device_change"": 0, ""country_hop"": 0, ""fast_country_hop"": 0, ""device_missing"": 0, ""ip_missing"": 0}","{""amount_ratio"": 1.0, ""amount_zscore"": 0.0, ""amount_ratio_category"": 1.0, ""amount_zscore_category"": 0.0, ""card_tx_index"": 0.0, ""device_card_fanout"": 1.0, ""ip_card_fanout"": 1.0, ""merchant_tx_30m"": 1.0, ""merchant_unique_cards_2h"": 1.0, ""tx_1min"": 1.0, ""tx_5min"": 1.0, ""tx_1h"": 1.0, ""tx_24h"": 1.0, ""spend_24h_ratio"": 1.0, ""hour_rarity_for_card"": 0.0, ""hour_never_seen_for_card"": 0.0, ""time_since_last"": 10000000.0, ""merchant_change"": 0.0, ""device_change"": 0.0, ""country_hop"": 0.0, ""fast_country_hop"": 0.0, ""amount_card_test"": 0.0, ""amount_just_below_100"": 0.0, ""amount_just_below_500"": 0.0, ""device_missing"": 0.0, ""ip_missing"": 0.0}","[{""timestamp"": ""2026-04-25T06:51:00"", ""amount"": 48.14, ""risk_score"": 0.0}]",0.0,False,False,False,0.0,False,0.0,,False,0.194,0.55,0.55,not_flagged,,,
tx_000544,2026-04-25T08:19:31,card_029,9.06,Hydro-Quebec,utilities,online,CA,CA,dev_72eedf3c,24.114.198.77,0,9.06,9.06,0.0,1.0,0.0,9.06,9.06,0.0,1.0,0.0,1.0,0,0,0,0,0,1.0,1.0,1.0,1.0,8,5,1,0,1.0,1.0,1.0,1.0,9.06,10000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1.0,0.0,False,,[],"{""history_count"": 0, ""typical_amount"": 9.06, ""amount_ratio"": 1.0, ""amount_zscore"": 0.0, ""category_typical_amount"": 9.06, ""amount_ratio_category"": 1.0, ""amount_zscore_category"": 0.0, ""tx_5min"": 1, ""tx_1h"": 1, ""tx_24h"": 1, ""spend_24h"": 9.06, ""hour_of_day"": 8, ""hour_rarity_for_card"": 0.0, ""time_since_last_minutes"": 166666.67, ""usual_categories"": [""online_retail"", ""gas"", ""utilities"", ""restaurant""], ""usual_countries"": [""CA"", ""US"", ""CN""], ""usual_devices"": [""dev_600be23f"", ""dev_72eedf3c"", ""dev_d0e72b61""], ""usual_ips"": [""24.114.198.77"", ""24.114.188.131"", ""142.112.106.145"", ""70.50.124.201""]}","{""device_card_fanout"": 1, ""ip_card_fanout"": 1, ""merchant_tx_30m"": 1, ""merchant_unique_cards_2h"": 1, ""merchant_change"": 0, ""device_change"": 0, ""country_hop"": 0, ""fast_country_hop"": 0, ""device_missing"": 0, ""ip_missing"": 0}","{""amount_ratio"": 1.0, ""amount_zscore"": 0.0, ""amount_ratio_category"": 1.0, ""amount_zscore_category"": 0.0, ""card_tx_index"": 0.0, ""device_card_fanout"": 1.0, ""ip_card_fanout"": 1.0, ""merchant_tx_30m"": 1.0, ""merchant_unique_cards_2h"": 1.0, ""tx_1min"": 1.0, ""tx_5min"": 1.0, ""tx_1h"": 1.0, ""tx_24h"": 1.0, ""spend_24h_ratio"": 1.0, ""hour_rarity_for_card"": 0.0, ""hour_never_seen_for_card"": 0.0, ""time_since_last"": 10000000.0, ""merchant_change"": 0.0, ""device_change"": 0.0, ""country_hop"": 0.0, ""fast_country_hop"": 0.0, ""amount_card_test"": 0.0, ""amount_just_below_100"": 0.0, ""amount_just_below_500"": 0.0, ""device_missing"": 0.0, ""ip_missing"": 0.0}","[{""timestamp"": ""2026-04-25T08:19:31"", ""amount"": 9.06, ""risk_score"": 0.0}]",0.0,False,False,False,0.0,False,0.0,,False,0.194,0.55,0.55,not_flagged,,,
tx_000551,2026-04-25T08:25:39,card_029,58.77,Tim Hortons,restaurant,in_person,CA,CA,,,1,9.06,9.06,0.0,6.486754966887418,6.0,9.06,9.06,0.0,6.486754966887418,0.0,0.0,0,0,0,0,0,1.0,1.0,1.0,1.0,8,5,1,0,1.0,1.0,2.0,2.0,67.83,368.0,2,1,0,0,0,0,0,0,0,0,0,0,0.0,0,7.486754966887417,0.2825,False,,[],"{""history_count"": 1, ""typical_amount"": 9.06, ""amount_ratio"": 6.4868, ""amount_zscore"": 6.0, ""category_typical_amount"": 9.06, ""amount_ratio_category"": 6.4868, ""amount_zscore_category"": 0.0, ""tx_5min"": 1, ""tx_1h"": 2, ""tx_24h"": 2, ""spend_24h"": 67.83, ""hour_of_day"": 8, ""hour_rarity_for_card"": 0.0, ""time_since_last_minutes"": 6.13, ""usual_categories"": [""online_retail"", ""gas"", ""utilities"", ""restaurant""], ""usual_countries"": [""CA"", ""US"", ""CN""], ""usual_devices"": [""dev_600be23f"", ""dev_72eedf3c"", ""dev_d0e72b61""], ""usual_ips"": [""24.114.198.77"", ""24.114.188.131"", ""142.112.106.145"", ""70.50.124.201""]}","{""device_card_fanout"": 1, ""ip_card_fanout"": 1, ""merchant_tx_30m"": 1, ""merchant_unique_cards_2h"": 1, ""merchant_change"": 1, ""device_change"": 0, ""country_hop"": 0, ""fast_country_hop"": 0, ""device_missing"": 0, ""ip_missing"": 0}","{""amount_ratio"": 6.4868, ""amount_zscore"": 6.0, ""amount_ratio_category"": 6.4868, ""amount_zscore_category"": 0.0, ""card_tx_index"": 1.0, ""device_card_fanout"": 1.0, ""ip_card_fanout"": 1.0, ""merchant_tx_30m"": 1.0, ""merchant_unique_cards_2h"": 1.0, ""tx_1min"": 1.0, ""tx_5min"": 1.0, ""tx_1h"": 2.0, ""tx_24h"": 2.0, ""spend_24h_ratio"": 7.4868, ""hour_rarity_for_card"": 0.0, ""hour_never_seen_for_card"": 0.0, ""time_since_last"": 368.0, ""merchant_change"": 1.0, ""device_change"": 0.0, ""country_hop"": 0.0, ""fast_country_hop"": 0.0, ""amount_card_test"": 0.0, ""amount_just_below_100"": 0.0, ""amount_just_below_500"": 0.0, ""device_missing"": 0.0, ""ip_missing"": 0.0}","[{""timestamp"": ""2026-04-25T08:19:31"", ""amount"": 9.06, ""risk_score"": 0.0}, {""timestamp"": ""2026-04-25T08:25:39"", ""amount"": 58.77, ""risk_score"": 0.0}]",0.0,False,False,False,0.0,True,0.2825,Amount anomaly,False,0.194,0.55,0.55,not_flagged,,,
